c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
95835,Customer#000095835,0AOvuhuTxNKBjQvmWtKCEsasymmBWhUcPjV41,6,16-772-185-6391,3842.92,AUTOMOBILE,"s nag alongside of the unusual, fina"
95949,Customer#000095949,"SXsrqs2MfvT3RmAbILeiw2zoyL  psVHGj,XMt",13,23-305-390-8853,-666.56,BUILDING,"egular, final packages. enticingly pending pinto beans integrate flu"
96234,Customer#000096234,776GKuqNhu7S3eh0HUn3kPdJUkz,16,26-585-463-7007,1622.29,BUILDING,ut the ironic deposits. furiously unusual deposits integrate slyly acros
96352,Customer#000096352,aaCdkhJqB2pPEOR,9,19-291-139-7030,9488.72,AUTOMOBILE,ites. slyly ironic ideas haggle slyly 
96411,Customer#000096411,Q8mAnp3CoggQCSJkmeY,14,24-705-659-8486,413.81,MACHINERY,or the blithely unusual requests. requests are carefully silent warho
96435,Customer#000096435,"me9dHOalMKOQ5J37AJ,XP7hx3kEmnlrDSW",19,29-501-458-4100,7308.59,AUTOMOBILE,efully. slyly regular packages sleep sometimes. slyly pending deposits use. ac
96507,Customer#000096507,"MdoijQv3l,Dip9NFBCg1TumgO,E50bGNi",0,10-984-148-2339,4612.34,AUTOMOBILE,"special, furious packages. ironic, silent theodolites sleep even theodoli"
96514,Customer#000096514,"2oiQcX8xHYR,MNQGANCF3g0mSMJOrO",16,26-332-171-3085,8393.33,AUTOMOBILE,"usly across the busy, special pinto beans. slyly pending accounts sleep carefully furious"
96599,Customer#000096599,zDa3gYsstKgQRqtw,19,29-254-864-5405,9866.23,FURNITURE,"e regularly final, ironic pint"
96615,Customer#000096615,"jTYkTzN86asjeJh8,gJ17eKJsV7xNQqWyoAXJ",8,18-922-924-2698,4038.6,AUTOMOBILE,", pending theodolites wake blithely against the unusual requests. slyly unusual asymptotes engage carefully about"
96693,Customer#000096693,dkEGeLXRJCbH,6,16-151-104-6991,360.63,AUTOMOBILE, express platelets. ideas are. foxes nag along the accounts. carefully final instructions are blithel
96779,Customer#000096779,ZzgEMmhlX9dRUQ2ti,6,16-810-332-9176,5777.15,FURNITURE,le quickly instead of the ironic ideas. blithely bold platelets are 
97085,Customer#000097085,UeoS6xAHXTFJKwbCD1m4ovd7,22,32-256-771-9589,512.75,BUILDING,"t the furiously unusual dolphins are against the ironic, ironic platelets"
97312,Customer#000097312,o1vDBievFhVUtIHN6h8oov84zZo hiG,12,22-239-253-3347,1255.74,FURNITURE,"uriously final foxes. slyly pending deposits detect fluffily above the bold, express pinto beans. bold asymptote"
97405,Customer#000097405,RymTs 7lDi uM1tUPdDXxqV6AX,1,11-184-676-7529,1991.33,FURNITURE,final theodolites sleep about the bold 
97921,Customer#000097921,NkAVcGINvHUbQ,21,31-926-382-4140,7662.92,BUILDING,"y unusual pinto beans nag. daring, blithe req"
98007,Customer#000098007,ovthQD1qnXD uOBpdxx,4,14-551-256-3645,8122.41,AUTOMOBILE,y bold foxes. furiously silent
98177,Customer#000098177,TkWgw1YAbYQbVrKlESca8,6,16-951-988-3286,9493.1,AUTOMOBILE,"s wake furiously alongside of the final, pending instructions. furiousl"
98239,Customer#000098239,"AVQeShQCLqFOhHmS5jT5,Ozt3UA C",23,33-346-626-2640,6073.91,AUTOMOBILE,wake slyly along the busily ironic requests. blithely unusual accounts among the slyly ironic reques
98296,Customer#000098296,WOSFFUrxBwllym N1ciqOw,4,14-687-221-8647,1575.72,FURNITURE," deposits after the even, regular accounts hin"
98346,Customer#000098346,pD2MiswWEcKK1anz8rga5Mv5vehepsvFaN,7,17-888-229-4016,1304.8,FURNITURE,"odolites; ironic, express packages would wake. special, express accounts "
98369,Customer#000098369,beCAvV SueMl,4,14-377-277-5848,-359.75,AUTOMOBILE,instructions boost carefully ironic deposits. enticing frays among the regular deposits wake thinly among 
98392,Customer#000098392,"MkqUfTE,KIp8bQmu",5,15-408-760-8894,7168.41,FURNITURE,ns nod furiously silent instructions. carefully ironic d
98439,Customer#000098439,"sBV7H,m1JiwtUBO",11,21-892-383-4489,2060.86,HOUSEHOLD,aters. blithely express platele
98538,Customer#000098538,"06NubhZ3Q0ttgBJ,6BH0e5Lb, qD,Bm",21,31-127-140-7679,5024.06,HOUSEHOLD,regular excuses at the carefully pending accounts play
98701,Customer#000098701,HenkIcrfwZYAF,6,16-616-282-1475,263.65,FURNITURE,ght haggle carefully. slyly unusual accounts need to eat
98814,Customer#000098814,tBrAvb7eOuBlXZslB9,1,11-805-562-6106,4731.2,HOUSEHOLD," final, special realms. slyly express instructions above the blithely regular pinto beans sleep flu"
98943,Customer#000098943,"YlefvZ2B,mngiw",12,22-798-642-8255,720.09,MACHINERY,kly. blithely ironic pinto beans sleep across the carefully even courts. final grouches wake
98966,Customer#000098966,xWdscmI6e6 NE3yxesjItiApcPjff,8,18-789-241-2311,2380.88,HOUSEHOLD,"uses. daring, regular requests "
98973,Customer#000098973,aVlBJ6Mo3nFa3tVWcxFyuq5Qb,13,23-221-299-9538,1549.61,MACHINERY,efully slyly regular warhorses. deposits sleep furiously carefully silent deposits. final ac
99146,Customer#000099146,"kFS,zLL7NpzWfkU",14,24-422-952-7096,6721.19,HOUSEHOLD,hely final sheaves about the carefully final packages are fluffily past the ruth
99187,Customer#000099187,58dGK S34Wx1,14,24-931-816-5334,4667.55,AUTOMOBILE,usly regular packages. slyly iron
99434,Customer#000099434,VNof1ipsTKV NDf8oTUw6t640cc,15,25-268-380-9969,9850.84,AUTOMOBILE,"ests wake slyly. ironic, pending ideas across the regular instructions cajole quickly sly"
99717,Customer#000099717,ODrTe11Ox5mN,1,11-826-754-8620,9809.14,HOUSEHOLD,"regular accounts. final, ironic accounts sleep final deposits. furiously silent excuse"
99719,Customer#000099719,admBmS lhLY,6,16-616-251-1153,9555.32,FURNITURE,ependencies boost slyly quickly furious
99753,Customer#000099753,"a CE ,57lI6YOU2kQJVr",22,32-127-531-1790,4121.87,HOUSEHOLD,ind fluffily quickly regular deposits. ironic accounts sleep furiously. blithely final theodoli
99971,Customer#000099971,ovaOqkbP7Nrh4nym9Tynrts68uCJrkVtYJYpy,12,22-847-804-5231,570.94,HOUSEHOLD,uriously regular packages cajole. carefully quiet deposits cajole blithely; ideas after the
100024,Customer#000100024,Z8EYTn3NZ3Aecas1d7,23,33-356-645-6505,8453.83,MACHINERY,among the deposits. slyly regular instructions nod packages. furiously unusual a
100157,Customer#000100157,"eh0hH3bEtApajCbM,b",1,11-899-130-1535,1905.4,MACHINERY,y. blithely regular foxes sleep carefully. carefully enticing accounts cajole slyly unusual requests. regula
100237,Customer#000100237,"4A7nqWHi7IVfg0mcN,FsR ",8,18-125-478-2938,6856.33,MACHINERY,express deposits. unusual asy
100450,Customer#000100450,G28QUgqOiJ8TKVb2iVNLKDiC,18,28-963-733-1963,6466.88,MACHINERY,ncies use quickly alongside of the slyly pending
100632,Customer#000100632,VSqgp dc1CpNVIEei4EpRbb KUHgQ4mO,6,16-859-452-2657,8285.02,MACHINERY,uctions. idly ironic deposits against the slyly pending requests
100800,Customer#000100800,"apH2OeO,n87HvOlIb",23,33-101-631-3450,190.83,AUTOMOBILE,e slyly. quickly unusual ideas sleep bli
100818,Customer#000100818,0q1tuTIfsnWUmzVvB2krl,18,28-402-189-1344,2667.67,HOUSEHOLD,s sleep slyly according to the fluffily bold ideas. daringly even 
100881,Customer#000100881,gFPqst30W7,23,33-362-212-8434,3709.51,AUTOMOBILE,"gainst the accounts. special asymptotes after the busy, pending "
101015,Customer#000101015,dI2LPzmFmP9B4cGvnUaKoG5vm,24,34-751-899-7460,7761.72,AUTOMOBILE,"luffily ironic ideas. carefully ironic deposits cajole about the express, final r"
101103,Customer#000101103,pqBaOV0sI n7Mn,13,23-355-533-3048,-996.67,MACHINERY,usly pending accounts haggle: slyly ironic accounts lose blithely. furiously final req
101173,Customer#000101173,"74KrXF,t n",9,19-138-261-9815,4626.06,FURNITURE,ymptotes cajole at the blithely express instruct
101199,Customer#000101199,VK1qdz0a1Js2lGMHENxEqL,17,27-194-494-8328,170.65,FURNITURE,"o the carefully unusual foxes. closely regular packages nag quickly against the ironic, pending th"
101313,Customer#000101313,kjOCJz5khmrhUMsUYa,8,18-215-696-6799,8540.94,HOUSEHOLD,he pending requests: final foxes serve carefully across the special ac
101619,Customer#000101619,s6Nv0NwRtq,0,10-423-783-1928,2247.25,FURNITURE,"ays regular requests haggle special, express i"
101947,Customer#000101947,iPHB3Mzh3Dr 4TOBlTS9PWFGM1PZn3fRbLe7TdSf,0,10-537-249-3946,9540.94,AUTOMOBILE," among the ironic, unusual packages. clo"
102033,Customer#000102033,"wmg i,c12KA",17,27-754-845-8986,9051.19,BUILDING, fluffily requests. express grouches alongside of the regularly express braids use blithely among the f
102229,Customer#000102229,"a9CmFHPk1oOXm346VQ,d5nEAT",19,29-863-818-2935,-723.97,BUILDING, to the fluffily pending foxes. blithely express pac
102399,Customer#000102399,nfGnr ibsBwSRoMymDLRu NPsPR3cG0CJ8H,14,24-212-682-7579,2664.78,FURNITURE,theodolites use blithely furiously 
102617,Customer#000102617,kVIPPh3H40eybcf6z3E729OyJq88 PpcnjWjH,7,17-799-416-4130,4530.41,BUILDING," ideas haggle bravely ironic, ironic requests. slyly even dependencies about the grouch"
102630,Customer#000102630,"SerFGOzqlip8IMQh8R2g,5",22,32-160-282-7402,6645.05,AUTOMOBILE,quickly ironic courts haggle instructions. theodolites boost according
102667,Customer#000102667,bqvsstNeXYtpzfkVPKo0RDHSyRYmGgQe9sFMgiX,15,25-755-185-9937,8986.66,FURNITURE,"ely bold pinto beans. blithely regular requests run about the unusual, even accounts. bl"
102748,Customer#000102748,"b,i8CoG8NO",21,31-427-723-4305,1406.69,MACHINERY,final foxes; unusual instructions across the pending pinto beans nag 
102950,Customer#000102950,0kvdp8UUpA1F5N,4,14-561-185-1327,9110.76,MACHINERY,"he special, express dolphins are fluffily after the express, bo"
103001,Customer#000103001,"07b6YL7pfwO9,dF60z3,ryGsXTlqIfL",8,18-636-962-8894,5617.05,HOUSEHOLD,"equests. pinto beans doze blithely. regular, "
103016,Customer#000103016,tbJYe580FNoV67PXo,7,17-237-421-8716,9243.26,MACHINERY,"ending, regular theodolites. final, express deposits are fluffily furiously ironic packages. quickly pendi"
103094,Customer#000103094,6y6XOWXynHoZErrC,9,19-629-799-6194,-716.44,AUTOMOBILE,ously regular deposits. blithely daring requests across the carefully final deposits could have to cajole quiet
103133,Customer#000103133,a3LkrzD9mBIaRW29NNdNeYcj4LEsKednmde,0,10-241-779-3082,5077.98,AUTOMOBILE,"quests according to the unusual, ironic foxes wake fluffily slyly final depos"
103240,Customer#000103240,"iRIqPep9ZjVdVkAl0n4muMjQiDwyrI,Zy3rj",12,22-320-388-8945,1868.94,AUTOMOBILE,counts nag furiously after the fluffily sly dolphins. regul
103370,Customer#000103370,zXxTYH3xq8NAdvG60,16,26-792-319-1163,6820.66,AUTOMOBILE, packages. even epitaphs cajole carefully regular ideas. final deposits about the
103389,Customer#000103389,jJhvFtjkCWooZ4irDMpoWQFToq5OV9U,17,27-477-588-3826,-311.88,BUILDING,quietly. busily ironic theodolites ought to boost according to the r
103405,Customer#000103405,BGgPpQUB8GcvpwxM9c53AykV7vK2D s,6,16-117-554-9992,-183.55,MACHINERY,are carefully against the instructions. quickly regular accounts haggle after 
103422,Customer#000103422,"Igy1SI3ecPd6J,P3Bsy96J93Q",14,24-234-504-5967,6794.5,AUTOMOBILE,", final foxes! quickly bold dinos wake carefully slyly "
103773,Customer#000103773,"wBKq9eFzaejsyqRCFNaOtdj,mfzJd9L7AW",13,23-891-975-6928,6110.3,HOUSEHOLD,furiously even depths haggle furiously. unusual dolphin
104179,Customer#000104179,"Apwb, ZqEBXGyG7JyXxW h,xfwxrKBHBU",19,29-602-429-5876,3311.45,BUILDING,"ven packages. blithely regular requests breach. silent, pending theodolites about the fluffily b"
104254,Customer#000104254,c7wnyewXM9jdK7rWHbZchh0Otc1QbYzLagI d,6,16-371-171-8422,5759.58,BUILDING,"p. pending accounts about the even, b"
104431,Customer#000104431,"p2gO sWyTejhAsz0qw,BI2bnK,h",19,29-239-263-5408,1526.54,AUTOMOBILE,"s sleep. quickly even deposits boost slyly. deposits cajole. unusual, regular packages run slyly even asymptotes. "
104476,Customer#000104476,PhYaywMfyGetdsJdwM,8,18-767-722-1866,6419.46,AUTOMOBILE,ly final packages after the slyly silent accounts
104581,Customer#000104581,Dfdrsp81OHRQ1J9z8xAmoa,3,13-485-346-2847,3704.38,HOUSEHOLD,"s sleep. slyly even foxes use. final, special accounts doze about the even deposits."
104779,Customer#000104779,FeuzfdkpnH,17,27-346-101-7937,6799.81,FURNITURE,lithely silent pinto beans. requests cajole. carefully special platelets nod blithely special excuses. furiou
105341,Customer#000105341,"yAqOcpnNaiV4pLelRl96OaF8,klUUVsE9,UrDuZR",6,16-706-860-5942,9471.92,FURNITURE,efully alongside of the furiously ironic asymptotes. furiously sp
105387,Customer#000105387,"GnrJT,azlDzNm7OBCMMgi",9,19-330-509-9215,7915,AUTOMOBILE,"to the blithely special deposits. ironic, regular pa"
105438,Customer#000105438,T4CyOhMJ36vL9KYgorGEZzXy,10,20-134-551-3376,5812.92,HOUSEHOLD,"er the slyly final courts. fluffily regular instructions sleep blithely regular, final dependencies. slyly iro"
105871,Customer#000105871,"jbW1vEzgrNR4Yok9 ,eAiYDm4j4Mt",3,13-989-203-8303,6895.45,BUILDING,"e pending, unusual accounts. furiously regular acco"
105882,Customer#000105882,WGMHkPR1HVO6xr0FTYiVVhEUa7Bp7DZ3 iKdEbX,16,26-300-749-3705,8870.65,MACHINERY,entiments. enticingly pending 
105984,Customer#000105984,sOkKm7Bc0BX2GGYxieQnq2tWpsDv6cBBNs,9,19-593-468-6913,6228.95,MACHINERY,nic pinto beans? slyly express 
106060,Customer#000106060,WE4F277rHRTDA3c vfh2jDCWY2e5 OJlC,21,31-672-678-1071,1986.36,AUTOMOBILE,asymptotes wake quickly blithely final instructions. blithely final p
106077,Customer#000106077,JZSCBZIRtMZmx,9,19-756-297-5435,8252.46,BUILDING,ly unusual foxes use boldly among the qui
106099,Customer#000106099,3pz8EWO5657i4w,12,22-788-673-8320,5893.82,MACHINERY,"lly even deposits. regular, even excuses above the busily ironic pinto beans nag according to the deposits. blithe"
106429,Customer#000106429,"7G,aogBenKDhuV",17,27-805-535-5332,-879.39,FURNITURE, dugouts: blithely pending accounts sl
106622,Customer#000106622,EXdL9p0Hul,9,19-829-393-3215,8094.92,HOUSEHOLD,bold excuses. fluffily ironic asymptotes grow. slyly unusual ideas try to doubt carefully. a
106713,Customer#000106713,w6WtPRACbuy22aYBA tlB39O8CWaf,17,27-604-542-9374,4275.12,BUILDING,"he quickly regular asymptotes nag furiously even, final deposits: furiously ironic deposits h"
106830,Customer#000106830,"C,PYM,YGCzTIvbbtt4RSYpidofdqs9eJ",9,19-579-385-7376,-113.83,MACHINERY,ffix carefully unusual deposits. requests boost bl
106889,Customer#000106889,JLQeeDm98rKmjgTtYPa1N9Pp2O,3,13-643-501-1303,3710.27,BUILDING,"ut the quickly regular packages sleep special, unusual instructions. blithely final deposits at the slyly"
106940,Customer#000106940,Ai6emRsSlgQ3PkueeoOGOhWt1OCXUpDLOu04,19,29-628-415-5871,6973.52,BUILDING,ly unusual foxes cajole carefully across the accounts. ironic i
107398,Customer#000107398,Ki KGN7Mzo aMTopw9SzxboxCBhQkJBFsNw8xP5,7,17-545-395-9999,7660.57,FURNITURE,"ress packages affix furiously silent, regu"
107515,Customer#000107515,UTkjr9N iLhUFUt,14,24-704-378-1929,9359.72,HOUSEHOLD,the fluffily close accounts wake along the final theodolites. epitaphs sleep blithely quickly express foxes
107560,Customer#000107560,syr3lFbIPSxJd5N,10,20-169-163-4055,5599.13,BUILDING,nic requests against the furiously ironic deposits boost silent depths. never special 
107781,Customer#000107781,KonUWWiuHlbIU7ii223p4QzbGr,17,27-220-349-3454,6104.95,HOUSEHOLD,"uffily among the pending ideas. final, regular pinto beans wake alongside of the furious package"
107803,Customer#000107803,"itykQ4cS  cR,oc8sGBTIEBpQHihQm39,",1,11-252-984-5892,6687.19,AUTOMOBILE,"g. regular, pending foxes sleep furiously a"
108054,Customer#000108054,tCRVyJMKsd1XA6TrqOkb6Ur94 oFW91CmSi,16,26-818-717-2501,7504.74,AUTOMOBILE,"side of the quickly even packages. final, regular dolphins use at the slyly special"
108149,Customer#000108149,JcCfsoSUZ7IcWdoPG3Q,10,20-163-734-6729,6662.09,BUILDING,re furiously. furiously unusual accounts after the specia
108297,Customer#000108297,8zzLlWKp72HHOVA,18,28-278-555-5955,8675.7,BUILDING,integrate at the carefully regular packages. accoun
108883,Customer#000108883,pmgEwCW 4NUuvZfeDCYzJSKMazwdie2uqpg ,6,16-976-392-4046,3517.5,BUILDING,ments sleep quickly. ironic notornis are final accounts. blithely bold pinto beans wake. even ideas about the fi
108971,Customer#000108971,ZZNiFYrOaJj8K9nuuDSY,22,32-549-979-5194,2342.88,FURNITURE,ecial instructions. pending requests among the 
109036,Customer#000109036,1T7mJpF6JO3NAng,9,19-711-936-1082,2455.52,HOUSEHOLD,d to cajole quickly carefully even accounts. pinto beans 
109054,Customer#000109054,"Br3Ekd,14ET,WA",10,20-201-911-1135,2308.34,BUILDING,mptotes. accounts cajole blithely accounts. deposits 
109083,Customer#000109083,v9 mD5TOJY6x9UfZbgNDSjPT Bl8M4EPs42XW1Iu,3,13-521-595-5665,5589.93,MACHINERY," quickly careful packages. regular, regular theodolites boost fluffily. special dolphin"
109329,Customer#000109329,"u03iUdQIjNy9HDnVHUxZlL,STcc",7,17-549-305-5993,5112.82,FURNITURE,ges. regular platelets haggle slyly boldly ironic accounts. pending grouches sleep near the regular foxes. 
109342,Customer#000109342,grMe5TaClF,17,27-259-816-1400,7940.33,HOUSEHOLD,"riously ironic packages; slyly special instructions cajole evenly ironic, regular accounts. deposits amo"
109537,Customer#000109537,DUHwuGNfKtWO2sy0beBNxhFjj8i,13,23-324-646-1332,540.08,AUTOMOBILE,"cial, unusual depths use after the furiously unusual foxes-- furiously regular platelets are fur"
109558,Customer#000109558,dgGHdKuFif,20,30-193-756-5502,6907.65,HOUSEHOLD,"re ironically across the blithely regular sheaves. unusual, regular requests"
109647,Customer#000109647,ES76Kkd XL0tx8Mwc69QfhXU,9,19-102-205-6504,5871.21,HOUSEHOLD,fully pending forges. final theodolites wake along the enticing deposits. 
109658,Customer#000109658,PYbG1QyjjP0MsMUWB5UDzwKKCAlbAFkTc4,18,28-984-635-2081,135.66,AUTOMOBILE,ckages haggle slyly brave theodolites. quickly regular excus
109892,Customer#000109892,SwIgETsfwznT UCAJb41sQNzM,15,25-591-785-9719,8653.91,AUTOMOBILE,hinly even ideas cajole slyly. furiously 
110100,Customer#000110100,ACltDgQboLIsc,7,17-417-352-1436,6999.5,MACHINERY, requests wake furiously against the unusual theodolites. blithely ironic pinto beans impre
110159,Customer#000110159,",usYngwb391p02y8oDPXnmnnx",9,19-590-156-2935,1466.6,FURNITURE, even deposits. carefully regu
110171,Customer#000110171,qWvTCoSD8Bh7z,13,23-654-985-8499,8725.26,FURNITURE,special instructions affix quickly. carefully pe
110214,Customer#000110214,w4JsJwbv6T0I2BK3RPfKaDqZ FyB2,3,13-952-902-7417,-303.26,FURNITURE,ar deposits. slyly pending requests ought to are. quickly pending dependencies sleep. slyly bold 
110253,Customer#000110253,"VIXMYOlW,7chnT HJxBd8VCz0r5d5bB57K3e,9J8",19,29-114-432-3549,2603.11,FURNITURE,aggle. blithely bold foxes nag slyly regular platelets. furiously fluffy requests sleep carefull
110364,Customer#000110364,"y350V76wKFFHzlwE8zhY6ZKxb1JpXbxq,5zwh9g",19,29-723-157-8737,4164.65,HOUSEHOLD,the stealthily ironic deposits. carefully 
110579,Customer#000110579,"3oIxCD95j5YJwIl7W6KyfKb310bv,",16,26-687-909-7116,4717.13,AUTOMOBILE,instructions can haggle carefully. blithely final
110785,Customer#000110785,"czBVPiawx9V9D4Y3l,caalH",2,12-948-622-2507,7910.88,HOUSEHOLD,s carefully toward the blithely ironic ideas. final requests may sleep among the carefu
